INDEX,DATE,TIME,PRICE
132,2020-12-27,17:14:17,27075.5
133,2020-12-27,17:14:18,27075.5
134,2020-12-27,17:14:19,27075.5
135,2020-12-27,17:14:20,27075.5
136,2020-12-27,17:14:21,27100.9
137,2020-12-27,17:27:47,27205.7
138,2020-12-27,17:27:48,27229.3
139,2020-12-27,17:27:49,27212.7
140,2020-12-27,17:27:50,27212.7
141,2020-12-27,17:27:51,27212.7
142,2020-12-27,17:27:52,27229.3
143,2020-12-27,17:27:53,27205.7
144,2020-12-27,17:27:54,27229.3
145,2020-12-27,17:27:55,27205.7
146,2020-12-27,17:27:56,27229.3
147,2020-12-27,17:27:57,27212.7
148,2020-12-27,17:27:57,27205.7
149,2020-12-27,17:27:59,27212.7
150,2020-12-27,17:27:59,27213.2
151,2020-12-27,17:28:00,27212.7
152,2020-12-27,17:28:01,27214.5
153,2020-12-27,17:28:02,27214.5
154,2020-12-27,17:28:03,27214.5
155,2020-12-27,17:28:04,27213.2
156,2020-12-27,17:28:05,27212.7
157,2020-12-27,17:28:06,27214.5
158,2020-12-27,17:28:07,27213.2
159,2020-12-27,17:28:08,27214.5
160,2020-12-27,17:28:09,27214.5
161,2020-12-27,17:28:10,27214.5
162,2020-12-27,17:28:11,27212.7
163,2020-12-27,17:28:12,27212.7
164,2020-12-27,17:28:13,27214.5
165,2020-12-27,17:28:14,27213.0
166,2020-12-27,17:28:15,27213.0
167,2020-12-27,17:28:16,27213.0
168,2020-12-27,17:28:17,27213.2
169,2020-12-27,17:28:18,27213.0
170,2020-12-27,17:28:19,27213.0
171,2020-12-27,17:28:20,27214.5
172,2020-12-27,17:28:21,27214.5
173,2020-12-27,17:28:22,27213.0
174,2020-12-27,17:28:23,27214.5
175,2020-12-27,17:28:24,27213.0
176,2020-12-27,17:28:25,27213.0
177,2020-12-27,17:28:26,27213.0
178,2020-12-27,17:28:27,27214.5
179,2020-12-27,17:28:28,27213.0
180,2020-12-27,17:28:29,27182.1
181,2020-12-27,17:28:30,27182.1
182,2020-12-27,17:28:31,27214.5
183,2020-12-27,17:28:31,27213.0
184,2020-12-27,17:28:32,27200.1
185,2020-12-27,17:28:34,27213.0
186,2020-12-27,17:28:35,27180.0
187,2020-12-27,05:47:17PM,27260.1
188,2020-12-27,05:47:18PM,27260.1
189,2020-12-27,05:47:19PM,27260.1
190,2020-12-27,05:47:20PM,27260.0
191,2020-12-27,05:47:21PM,27260.1
192,2020-12-27,05:47:22PM,27260.1
193,2020-12-27,05:47:23PM,27260.0
194,2020-12-27,05:47:24PM,27260.1
195,2020-12-27,05:47:25PM,27260.1
196,2020-12-27,05:47:25PM,27260.1
197,2020-12-27,05:47:26PM,27260.0
198,2020-12-27,05:47:27PM,27260.1
199,2020-12-27,05:47:28PM,27260.1
200,2020-12-27,05:47:29PM,27260.1
201,2020-12-27,05:47:32PM,27218.4
202,2020-12-27,05:47:33PM,27260.0
203,2020-12-27,05:47:36PM,27250.0
204,2020-12-27,05:47:37PM,27219.4
205,2020-12-27,05:47:38PM,27260.0
206,2020-12-27,05:47:39PM,27250.0
207,2020-12-27,05:47:40PM,27219.4
208,2020-12-27,05:47:41PM,27218.4
209,2020-12-27,05:47:42PM,27218.4
210,2020-12-27,05:47:43PM,27218.4
211,2020-12-27,05:47:44PM,27250.0
212,2020-12-27,05:47:45PM,27218.4
213,2020-12-27,05:47:46PM,27219.4
214,2020-12-27,05:47:46PM,27260.0
215,2020-12-27,05:47:47PM,27218.4
216,2020-12-27,05:47:48PM,27219.4
217,2020-12-27,05:47:49PM,27250.0
218,2020-12-27,05:47:50PM,27218.4
219,2020-12-27,05:47:51PM,27218.4
220,2020-12-27,05:47:52PM,27218.4
221,2020-12-27,05:47:53PM,27218.4
222,2020-12-27,05:47:54PM,27218.4
223,2020-12-27,05:47:55PM,27218.4
224,2020-12-27,05:47:56PM,27218.4
225,2020-12-27,05:47:57PM,27219.4
226,2020-12-27,05:47:58PM,27218.4
227,2020-12-27,05:47:59PM,27218.4
228,2020-12-27,05:48:00PM,27219.4
229,2020-12-27,05:48:01PM,27219.4
230,2020-12-27,05:48:02PM,27219.4
231,2020-12-27,05:48:03PM,27223.0
232,2020-12-27,05:48:04PM,27223.0
233,2020-12-27,05:48:05PM,27205.0
234,2020-12-27,05:48:06PM,27218.4
235,2020-12-27,05:48:06PM,27205.0
236,2020-12-27,05:48:07PM,27223.0
237,2020-12-27,05:48:08PM,27223.0
238,2020-12-27,05:48:09PM,27223.0
239,2020-12-27,05:48:10PM,27223.0
240,2020-12-27,05:48:11PM,27223.0
241,2020-12-27,05:48:12PM,27223.0
242,2020-12-27,05:48:13PM,27218.4
243,2020-12-27,05:48:14PM,27205.0
244,2020-12-27,05:48:15PM,27223.0
245,2020-12-27,05:48:17PM,27223.0
246,2020-12-27,05:48:17PM,27223.0
247,2020-12-27,05:48:18PM,27223.0
248,2020-12-27,05:48:19PM,27223.0
249,2020-12-27,05:48:20PM,27219.0
250,2020-12-27,05:48:21PM,27223.0
251,2020-12-27,05:48:22PM,27205.0
252,2020-12-27,05:48:23PM,27219.0
253,2020-12-27,05:48:24PM,27223.0
254,2020-12-27,05:48:25PM,27219.0
255,2020-12-27,05:48:26PM,27223.0
256,2020-12-27,05:48:27PM,27219.0
257,2020-12-27,05:48:28PM,27196.0
258,2020-12-27,05:48:29PM,27196.0
259,2020-12-27,05:48:30PM,27223.0
260,2020-12-27,05:48:31PM,27223.0
261,2020-12-27,05:48:32PM,27196.0
262,2020-12-27,05:48:33PM,27202.1
263,2020-12-27,05:48:34PM,27196.0
264,2020-12-27,05:48:35PM,27223.0
265,2020-12-27,05:48:36PM,27196.0
266,2020-12-27,05:48:37PM,27219.0
267,2020-12-27,05:48:38PM,27196.0
268,2020-12-27,05:48:39PM,27202.1
269,2020-12-27,05:48:40PM,27219.0
270,2020-12-27,05:48:41PM,27219.0
271,2020-12-27,05:48:42PM,27196.0
272,2020-12-27,05:48:43PM,27202.1
273,2020-12-27,05:48:44PM,27202.1
274,2020-12-27,05:48:45PM,27219.0
275,2020-12-27,05:48:46PM,27219.0
276,2020-12-27,05:48:46PM,27202.1
277,2020-12-27,05:48:47PM,27196.0
278,2020-12-27,05:48:48PM,27202.1
279,2020-12-27,05:48:49PM,27202.1
280,2020-12-27,05:48:50PM,27202.1
281,2020-12-27,05:48:51PM,27196.0
282,2020-12-27,05:48:52PM,27196.0
283,2020-12-27,05:48:53PM,27203.7
284,2020-12-27,05:48:54PM,27202.1
285,2020-12-27,05:48:55PM,27196.0
286,2020-12-27,05:48:56PM,27202.1
287,2020-12-27,05:48:57PM,27196.0
288,2020-12-27,05:48:58PM,27203.7
289,2020-12-27,05:48:59PM,27196.0
290,2020-12-27,05:49:00PM,27203.7
291,2020-12-27,05:49:01PM,27203.7
292,2020-12-27,05:49:02PM,27202.1
293,2020-12-27,05:49:03PM,27208.9
294,2020-12-27,05:49:04PM,27208.9
295,2020-12-27,05:49:05PM,27208.9
296,2020-12-27,05:49:06PM,27203.7
297,2020-12-27,05:49:07PM,27203.7
298,2020-12-27,05:49:08PM,27208.9
299,2020-12-27,05:49:09PM,27208.9
300,2020-12-27,05:49:10PM,27203.7
301,2020-12-27,05:49:11PM,27208.9
302,2020-12-27,05:49:11PM,27203.7
303,2020-12-27,05:49:18PM,27171.1
304,2020-12-27,05:49:19PM,27201.7
305,2020-12-27,05:49:20PM,27208.9
306,2020-12-27,05:49:21PM,27201.7
307,2020-12-27,05:49:22PM,27208.9
308,2020-12-27,05:49:23PM,27203.7
309,2020-12-27,05:49:24PM,27208.9
310,2020-12-27,05:49:25PM,27201.7
311,2020-12-27,05:49:26PM,27208.9
312,2020-12-27,05:49:27PM,27208.9
313,2020-12-27,05:49:28PM,27208.9
314,2020-12-27,05:49:29PM,27208.9
315,2020-12-27,05:49:29PM,27208.9
316,2020-12-27,05:49:30PM,27171.1
317,2020-12-27,05:49:31PM,27208.9
318,2020-12-27,05:49:32PM,27208.9
319,2020-12-27,05:49:33PM,27201.7
320,2020-12-27,05:49:34PM,27173.3
321,2020-12-27,05:49:35PM,27171.1
322,2020-12-27,05:49:36PM,27171.1
323,2020-12-27,05:49:39PM,27170.2
324,2020-12-27,05:49:40PM,27173.3
325,2020-12-27,05:49:41PM,27170.6
326,2020-12-27,05:49:42PM,27171.1
327,2020-12-27,05:49:43PM,27170.6
328,2020-12-27,05:49:44PM,27171.1
329,2020-12-27,05:49:45PM,27171.1
330,2020-12-27,05:49:46PM,27173.3
331,2020-12-27,05:49:47PM,27171.1
332,2020-12-27,05:49:48PM,27171.1
333,2020-12-27,05:49:49PM,27170.6
334,2020-12-27,05:49:50PM,27170.2
335,2020-12-27,05:52:39PM,27154.5
336,2020-12-27,05:52:40PM,27154.2
337,2020-12-27,05:52:41PM,27154.7
338,2020-12-27,05:52:42PM,27154.6
339,2020-12-27,05:52:43PM,27154.5
340,2020-12-27,05:52:44PM,27154.2
341,2020-12-27,05:52:45PM,27153.5
342,2020-12-27,05:52:46PM,27153.5
343,2020-12-27,05:52:47PM,27154.5
344,2020-12-27,05:52:48PM,27153.5
345,2020-12-27,05:52:49PM,27154.2
346,2020-12-27,05:52:50PM,27154.6
347,2020-12-27,05:52:51PM,27153.5
348,2020-12-27,05:52:52PM,27153.5
349,2020-12-27,05:52:53PM,27153.5
350,2020-12-27,05:52:54PM,27153.5
351,2020-12-27,05:52:55PM,27153.5
352,2020-12-27,05:52:55PM,27153.5
353,2020-12-27,05:52:56PM,27153.5
354,2020-12-27,05:52:57PM,27154.6
355,2020-12-27,05:52:58PM,27153.5
356,2020-12-27,05:52:59PM,27154.2
357,2020-12-27,05:53:00PM,27153.5
358,2020-12-27,05:53:01PM,27154.2
359,2020-12-27,05:53:03PM,27153.5
360,2020-12-27,05:53:04PM,27153.5
361,2020-12-27,05:53:05PM,27153.5
362,2020-12-27,05:53:06PM,27153.5
363,2020-12-27,05:53:07PM,27154.2
364,2020-12-27,05:53:07PM,27153.5
365,2020-12-27,05:53:08PM,27153.5
366,2020-12-27,05:53:09PM,27153.5
367,2020-12-27,05:53:10PM,27154.8
368,2020-12-27,05:53:11PM,27153.5
369,2020-12-27,05:53:12PM,27154.8
370,2020-12-27,05:53:13PM,27154.8
371,2020-12-27,05:53:14PM,27154.8
372,2020-12-27,05:53:15PM,27154.8
373,2020-12-27,05:53:16PM,27154.8
374,2020-12-27,05:53:17PM,27154.8
375,2020-12-27,05:53:18PM,27154.8
376,2020-12-27,05:53:19PM,27154.8
377,2020-12-27,05:53:20PM,27154.8
378,2020-12-27,05:53:21PM,27153.5
379,2020-12-27,05:53:22PM,27154.8
380,2020-12-27,05:53:23PM,27154.8
381,2020-12-27,05:53:24PM,27154.8
382,2020-12-27,05:53:25PM,27154.8
383,2020-12-27,05:53:26PM,27154.8
384,2020-12-27,05:53:27PM,27153.5
385,2020-12-27,05:53:28PM,27166.2
386,2020-12-27,05:53:29PM,27154.8
387,2020-12-27,05:53:30PM,27166.2
388,2020-12-27,05:53:31PM,27154.8
389,2020-12-27,05:53:32PM,27154.9
390,2020-12-27,05:53:32PM,27154.9
391,2020-12-27,05:53:33PM,27154.8
392,2020-12-27,05:53:34PM,27154.8
393,2020-12-27,05:53:35PM,27154.8
394,2020-12-27,05:53:36PM,27154.8
395,2020-12-27,05:53:37PM,27154.8
396,2020-12-27,05:53:38PM,27154.8
397,2020-12-27,05:53:39PM,27154.8
398,2020-12-27,05:53:40PM,27152.5
399,2020-12-27,05:53:41PM,27154.8
400,2020-12-27,05:53:42PM,27166.2
401,2020-12-27,05:53:43PM,27166.2
402,2020-12-27,05:53:44PM,27152.5
403,2020-12-27,05:53:45PM,27166.2
404,2020-12-27,05:53:46PM,27152.5
405,2020-12-27,05:53:47PM,27166.2
406,2020-12-27,05:53:48PM,27152.5
407,2020-12-27,05:53:49PM,27166.2
408,2020-12-27,05:53:50PM,27151.0
409,2020-12-27,05:53:51PM,27154.9
410,2020-12-27,05:53:52PM,27154.9
411,2020-12-27,05:53:53PM,27152.5
412,2020-12-27,05:53:54PM,27152.5
413,2020-12-27,05:53:55PM,27151.0
414,2020-12-27,05:53:55PM,27151.0
415,2020-12-27,05:53:56PM,27152.5
416,2020-12-27,05:53:57PM,27152.5
417,2020-12-27,05:53:58PM,27151.0
418,2020-12-27,05:53:59PM,27151.0
419,2020-12-27,05:54:00PM,27137.5
420,2020-12-27,05:54:01PM,27152.5
421,2020-12-27,05:54:02PM,27152.5
422,2020-12-27,05:54:03PM,27151.0
423,2020-12-27,05:54:04PM,27152.5
424,2020-12-27,05:54:05PM,27152.5
425,2020-12-27,05:54:06PM,27151.0
426,2020-12-27,05:54:07PM,27151.0
427,2020-12-27,05:54:08PM,27152.5
428,2020-12-27,05:54:09PM,27151.0
429,2020-12-27,05:54:10PM,27151.0
430,2020-12-27,05:54:11PM,27137.5
431,2020-12-27,05:54:12PM,27112.9
432,2020-12-27,05:54:13PM,27137.5
433,2020-12-27,05:54:14PM,27151.0
434,2020-12-27,05:54:15PM,27151.0
435,2020-12-27,05:54:16PM,27151.0
436,2020-12-27,05:54:17PM,27112.9
437,2020-12-27,05:54:18PM,27112.9
438,2020-12-27,05:54:19PM,27112.9
439,2020-12-27,05:54:20PM,27137.5
440,2020-12-27,05:54:21PM,27112.9
441,2020-12-27,05:54:22PM,27112.9
442,2020-12-27,05:54:23PM,27137.5
443,2020-12-27,05:54:23PM,27137.5
444,2020-12-27,05:54:24PM,27112.9
445,2020-12-27,05:54:25PM,27112.9
446,2020-12-27,05:54:26PM,27112.9
447,2020-12-27,05:54:27PM,27112.9
448,2020-12-27,05:54:28PM,27137.5
449,2020-12-27,05:54:29PM,27112.9
450,2020-12-27,05:54:30PM,27114.2
451,2020-12-27,05:54:31PM,27114.2
452,2020-12-27,05:54:32PM,27112.9
453,2020-12-27,05:54:33PM,27112.9
454,2020-12-27,05:54:34PM,27114.2
455,2020-12-27,05:54:35PM,27112.9
456,2020-12-27,05:54:36PM,27112.9
457,2020-12-27,05:54:37PM,27112.9
458,2020-12-27,05:54:38PM,27114.2
459,2020-12-27,05:54:39PM,27114.2
460,2020-12-27,05:54:40PM,27112.9
461,2020-12-27,05:54:41PM,27104.9
462,2020-12-27,05:54:42PM,27114.2
463,2020-12-27,05:54:43PM,27114.2
464,2020-12-27,05:54:44PM,27104.9
465,2020-12-27,05:54:45PM,27096.9
466,2020-12-27,05:54:46PM,27096.9
467,2020-12-27,05:54:47PM,27096.9
468,2020-12-27,05:54:49PM,27096.9
469,2020-12-27,05:54:50PM,27114.2
470,2020-12-27,05:54:51PM,27114.2
471,2020-12-27,05:54:52PM,27096.9
472,2020-12-27,05:54:53PM,27096.9
473,2020-12-27,05:54:53PM,27096.9
474,2020-12-27,05:54:54PM,27096.9
475,2020-12-27,05:54:59PM,27104.9
476,2020-12-27,05:55:00PM,27096.9
477,2020-12-27,05:55:01PM,27104.9
478,2020-12-27,05:55:02PM,27104.9
479,2020-12-27,05:55:02PM,27096.9
480,2020-12-27,05:55:03PM,27096.9
481,2020-12-27,05:55:05PM,27104.9
482,2020-12-27,05:55:06PM,27104.9
483,2020-12-27,05:55:07PM,27096.9
484,2020-12-27,05:55:08PM,27126.7
485,2020-12-27,05:55:09PM,27096.9
486,2020-12-27,05:55:10PM,27096.9
487,2020-12-27,05:55:11PM,27119.6
488,2020-12-27,05:55:12PM,27119.6
489,2020-12-27,05:55:13PM,27096.9
490,2020-12-27,05:55:14PM,27119.6
491,2020-12-27,05:55:15PM,27119.6
492,2020-12-27,05:55:16PM,27119.6
493,2020-12-27,05:55:17PM,27119.6
494,2020-12-27,05:55:18PM,27096.9
495,2020-12-27,05:55:19PM,27096.9
496,2020-12-27,05:55:20PM,27126.7
497,2020-12-27,05:55:21PM,27126.7
498,2020-12-27,05:55:22PM,27119.6
499,2020-12-27,05:55:23PM,27119.6
500,2020-12-27,05:55:24PM,27119.6
501,2020-12-27,05:55:25PM,27119.6
502,2020-12-27,05:55:26PM,27119.6
503,2020-12-27,05:55:27PM,27126.7
504,2020-12-27,05:55:28PM,27119.6
505,2020-12-27,05:55:29PM,27120.1
506,2020-12-27,05:55:30PM,27126.7
507,2020-12-27,05:55:31PM,27119.6
508,2020-12-27,05:55:32PM,27120.0
509,2020-12-27,05:55:33PM,27120.0
510,2020-12-27,05:55:34PM,27119.6
511,2020-12-27,05:55:35PM,27119.6
512,2020-12-27,05:55:36PM,27120.0
513,2020-12-27,05:55:37PM,27120.0
514,2020-12-27,05:55:38PM,27120.1
515,2020-12-27,05:55:39PM,27119.6
516,2020-12-27,05:55:40PM,27119.6
517,2020-12-27,05:55:41PM,27095.1
518,2020-12-27,05:55:42PM,27120.1
519,2020-12-27,05:55:43PM,27120.0
520,2020-12-27,05:55:43PM,27095.1
521,2020-12-27,05:55:44PM,27120.0
522,2020-12-27,05:55:45PM,27120.1
523,2020-12-27,05:55:46PM,27120.1
524,2020-12-27,05:55:47PM,27120.0
525,2020-12-27,05:55:48PM,27101.3
526,2020-12-27,05:55:49PM,27095.1
527,2020-12-27,05:55:50PM,27082.2
528,2020-12-27,05:55:51PM,27101.3
529,2020-12-27,05:55:52PM,27095.1
530,2020-12-27,05:55:53PM,27095.1
531,2020-12-27,05:55:54PM,27082.2
532,2020-12-27,05:55:55PM,27095.1
533,2020-12-27,05:55:56PM,27082.2
534,2020-12-27,05:55:57PM,27101.3
535,2020-12-27,05:55:58PM,27095.1
536,2020-12-27,05:55:59PM,27095.1
537,2020-12-27,05:56:00PM,27095.1
538,2020-12-27,05:56:01PM,27095.1
539,2020-12-27,05:56:02PM,27095.1
540,2020-12-27,05:56:03PM,27095.1
541,2020-12-27,05:56:04PM,27101.3
542,2020-12-27,05:56:05PM,27095.1
543,2020-12-27,05:56:06PM,27011.7
544,2020-12-27,05:56:07PM,27095.1
545,2020-12-27,05:56:08PM,27101.3
546,2020-12-27,05:56:09PM,27095.1
547,2020-12-27,05:56:10PM,27095.1
548,2020-12-27,05:56:11PM,26950.0
549,2020-12-27,05:56:12PM,27095.1
550,2020-12-27,05:56:13PM,26969.6
551,2020-12-27,05:56:14PM,26969.6
552,2020-12-27,05:56:15PM,27082.2
553,2020-12-27,05:56:16PM,27011.7
554,2020-12-27,05:56:17PM,26969.6
555,2020-12-27,05:56:18PM,27082.2
556,2020-12-27,05:56:19PM,26950.0
557,2020-12-27,05:56:20PM,26969.5
558,2020-12-27,05:56:21PM,26950.0
559,2020-12-27,05:56:22PM,27011.7
560,2020-12-27,05:56:23PM,26969.6
561,2020-12-27,05:56:24PM,26969.6
562,2020-12-27,05:56:24PM,27011.7
563,2020-12-27,05:56:25PM,27011.7
564,2020-12-27,05:56:26PM,26969.6
565,2020-12-27,05:56:27PM,26950.0
566,2020-12-27,05:56:28PM,27011.7
567,2020-12-27,05:56:29PM,26969.6
568,2020-12-27,05:56:30PM,26969.6
569,2020-12-27,05:56:31PM,26950.0
570,2020-12-27,05:56:32PM,26969.6
571,2020-12-27,05:56:33PM,26969.6
572,2020-12-27,05:56:34PM,26969.6
573,2020-12-27,05:56:35PM,26973.4
574,2020-12-27,05:56:36PM,26969.6
575,2020-12-27,05:56:37PM,26973.4
576,2020-12-27,05:56:38PM,26969.6
577,2020-12-27,05:56:39PM,26950.0
578,2020-12-27,05:56:40PM,26969.6
579,2020-12-27,05:56:41PM,26969.5
580,2020-12-27,05:56:42PM,26969.6
581,2020-12-27,05:56:43PM,26969.5
582,2020-12-27,05:56:44PM,26969.5
583,2020-12-27,05:56:44PM,26972.1
584,2020-12-27,05:56:45PM,26969.5
585,2020-12-27,05:56:46PM,26977.3
586,2020-12-27,05:56:47PM,26973.4
587,2020-12-27,05:56:48PM,26977.3
588,2020-12-27,05:56:49PM,26977.3
589,2020-12-27,05:56:50PM,26972.1
590,2020-12-27,05:56:51PM,26977.3
591,2020-12-27,05:56:52PM,26973.4
592,2020-12-27,05:56:53PM,26977.3
593,2020-12-27,05:56:54PM,26972.1
594,2020-12-27,05:56:55PM,26977.3
595,2020-12-27,05:56:56PM,26977.3
596,2020-12-27,05:56:57PM,26973.4
597,2020-12-27,05:57:02PM,26977.3
598,2020-12-27,05:57:03PM,26962.6
599,2020-12-27,05:57:03PM,26972.1
600,2020-12-27,05:57:04PM,26962.6
601,2020-12-27,05:57:05PM,26962.6
602,2020-12-27,05:57:12PM,26962.6
603,2020-12-27,05:57:13PM,26962.6
604,2020-12-27,05:57:14PM,26962.5
605,2020-12-27,05:57:15PM,26962.6
606,2020-12-27,05:57:16PM,26962.5
607,2020-12-27,05:57:17PM,26962.6
608,2020-12-27,05:57:18PM,26962.6
609,2020-12-27,05:57:19PM,26962.6
610,2020-12-27,05:57:20PM,26962.5
611,2020-12-27,05:57:21PM,26962.6
612,2020-12-27,05:57:22PM,26962.6
613,2020-12-27,05:57:23PM,26962.5
614,2020-12-27,05:57:24PM,26962.6
615,2020-12-27,05:57:25PM,26962.6
616,2020-12-27,05:57:26PM,26962.6
617,2020-12-27,05:57:27PM,26962.6
618,2020-12-27,05:57:28PM,26962.6
619,2020-12-27,05:57:29PM,26962.6
620,2020-12-27,05:57:30PM,26962.6
621,2020-12-27,05:57:30PM,26962.5
622,2020-12-27,05:57:31PM,26963.1
623,2020-12-27,06:32:39PM,27118.0
624,2020-12-27,06:32:40PM,27118.0
625,2020-12-27,06:32:41PM,27128.7
626,2020-12-27,06:32:42PM,27128.7
627,2020-12-27,06:32:43PM,27128.7
628,2020-12-27,06:32:44PM,27118.0
629,2020-12-27,06:32:45PM,27115.0
630,2020-12-27,06:32:46PM,27099.5
631,2020-12-27,06:32:47PM,27128.7
632,2020-12-27,06:32:48PM,27115.0
633,2020-12-27,06:32:49PM,27113.2
634,2020-12-27,06:32:50PM,27128.7
635,2020-12-27,06:32:51PM,27128.7
636,2020-12-27,06:32:52PM,27115.0
637,2020-12-27,06:32:53PM,27113.2
638,2020-12-27,06:32:54PM,27115.0
639,2020-12-27,06:32:55PM,27115.0
640,2020-12-27,06:32:56PM,27115.0
641,2020-12-27,06:32:56PM,27115.0
642,2020-12-27,06:32:57PM,27118.0
643,2020-12-27,06:32:58PM,27115.0
644,2020-12-27,06:32:59PM,27115.0
645,2020-12-27,06:33:00PM,27115.0
646,2020-12-27,06:33:01PM,27115.0
647,2020-12-27,06:33:02PM,27115.0
648,2020-12-27,06:33:03PM,27088.6
649,2020-12-27,06:33:04PM,27115.0
650,2020-12-27,06:33:05PM,27115.0
