,DATE,TIME,PRICE
85,2020-12-27,16:44:12,26942.6
86,2020-12-27,16:44:13,26960.2
87,2020-12-27,16:44:14,26960.2
88,2020-12-27,16:44:15,26960.2
89,2020-12-27,16:44:16,26960.2
90,2020-12-27,16:44:17,26931.1
91,2020-12-27,16:44:18,26960.2
92,2020-12-27,16:44:19,26960.2
93,2020-12-27,16:44:21,26960.2
94,2020-12-27,16:44:22,26931.1
95,2020-12-27,16:44:23,26960.2
96,2020-12-27,16:44:24,26933.1
97,2020-12-27,16:44:25,26931.1
98,2020-12-27,16:44:26,26933.1
99,2020-12-27,16:44:27,26960.2
100,2020-12-27,16:44:28,26933.1
101,2020-12-27,16:44:29,26931.1
102,2020-12-27,16:44:30,26960.2
103,2020-12-27,16:44:31,26933.1
104,2020-12-27,16:44:32,26933.1
105,2020-12-27,16:44:33,26960.2
106,2020-12-27,16:44:34,26960.2
107,2020-12-27,16:44:35,26929.5
108,2020-12-27,16:44:36,26960.2
109,2020-12-27,16:44:37,26933.1
110,2020-12-27,16:44:38,26929.5
111,2020-12-27,16:44:39,26933.1
112,2020-12-27,16:44:40,26933.1
113,2020-12-27,16:44:41,26929.5
114,2020-12-27,16:44:42,26929.5
115,2020-12-27,16:44:43,26929.5
116,2020-12-27,16:44:44,26929.5
117,2020-12-27,16:44:45,26933.1
118,2020-12-27,16:44:46,26933.1
119,2020-12-27,16:44:47,26933.1
120,2020-12-27,16:44:48,26929.5
121,2020-12-27,16:44:49,26929.5
122,2020-12-27,16:44:50,26933.1
123,2020-12-27,16:44:51,26929.5
124,2020-12-27,16:44:52,26929.5
125,2020-12-27,16:44:53,26929.5
126,2020-12-27,16:44:54,26929.5
127,2020-12-27,16:44:55,26936.0
128,2020-12-27,16:44:56,26929.5
129,2020-12-27,16:44:57,26936.0
130,2020-12-27,16:44:58,26936.0
131,2020-12-27,16:44:59,26929.5
132,2020-12-27,16:45:00,26929.5
133,2020-12-27,16:45:01,26929.5
134,2020-12-27,16:45:02,26929.5
135,2020-12-27,16:45:03,26936.0
136,2020-12-27,16:45:04,26929.5
137,2020-12-27,16:45:05,26929.5
138,2020-12-27,16:45:06,26936.0
139,2020-12-27,16:45:07,26927.0
140,2020-12-27,16:45:08,26927.0
141,2020-12-27,16:45:09,26927.0
142,2020-12-27,16:45:10,26927.0
143,2020-12-27,16:45:11,26927.0
144,2020-12-27,16:45:12,26927.0
145,2020-12-27,16:45:13,26927.0
146,2020-12-27,16:45:14,26936.0
147,2020-12-27,16:45:15,26936.0
148,2020-12-27,16:45:16,26927.0
149,2020-12-27,16:45:24,26900.7
150,2020-12-27,16:45:25,26900.7
151,2020-12-27,16:45:26,26927.0
152,2020-12-27,16:45:27,26900.7
153,2020-12-27,16:45:28,26927.0
154,2020-12-27,16:45:29,26900.7
155,2020-12-27,16:45:30,26927.0
156,2020-12-27,16:45:31,26900.7
157,2020-12-27,16:45:32,26900.7
158,2020-12-27,16:45:33,26900.7
159,2020-12-27,16:45:34,26900.7
160,2020-12-27,16:45:35,26927.0
161,2020-12-27,16:45:36,26901.8
162,2020-12-27,16:45:37,26915.4
163,2020-12-27,16:45:40,26923.5
164,2020-12-27,16:45:41,26901.8
165,2020-12-27,16:45:42,26900.7
166,2020-12-27,16:45:43,26900.7
167,2020-12-27,16:45:44,26900.7
168,2020-12-27,16:45:45,26923.5
169,2020-12-27,16:45:46,26900.7
170,2020-12-27,16:45:47,26923.5
171,2020-12-27,16:45:48,26923.5
172,2020-12-27,16:45:49,26923.5
173,2020-12-27,16:45:50,26900.7
174,2020-12-27,16:45:51,26901.8
175,2020-12-27,16:45:52,26901.8
176,2020-12-27,16:45:53,26915.4
177,2020-12-27,16:45:54,26915.4
178,2020-12-27,16:45:55,26923.5
179,2020-12-27,16:45:56,26923.6
180,2020-12-27,16:45:57,26923.5
181,2020-12-27,16:45:58,26923.5
182,2020-12-27,16:45:59,26923.6
183,2020-12-27,16:46:00,26923.5
184,2020-12-27,16:46:01,26901.8
185,2020-12-27,16:46:02,26923.6
186,2020-12-27,16:46:03,26901.8
187,2020-12-27,16:46:04,26923.5
188,2020-12-27,16:46:05,26923.5
189,2020-12-27,16:46:06,26923.5
190,2020-12-27,16:46:07,26923.6
191,2020-12-27,16:46:08,26915.4
192,2020-12-27,16:46:09,26923.5
193,2020-12-27,16:46:10,26923.6
194,2020-12-27,16:46:11,26923.6
195,2020-12-27,16:46:12,26923.0
196,2020-12-27,16:46:13,26923.0
197,2020-12-27,16:46:14,26923.6
198,2020-12-27,16:46:15,26923.0
199,2020-12-27,16:46:16,26923.6
200,2020-12-27,16:46:17,26923.6
201,2020-12-27,16:46:18,26923.6
202,2020-12-27,16:46:19,26923.0
203,2020-12-27,16:46:20,26923.0
204,2020-12-27,16:46:21,26923.6
205,2020-12-27,16:46:22,26923.6
206,2020-12-27,16:46:23,26923.0
207,2020-12-27,16:46:25,26923.6
208,2020-12-27,16:46:26,26923.0
209,2020-12-27,16:46:27,26923.0
210,2020-12-27,16:46:28,26923.0
211,2020-12-27,16:46:29,26923.0
212,2020-12-27,16:46:30,26923.0
213,2020-12-27,16:46:31,26906.9
214,2020-12-27,16:46:32,26923.0
215,2020-12-27,16:46:33,26923.0
216,2020-12-27,16:46:34,26906.9
217,2020-12-27,16:46:35,26906.9
218,2020-12-27,16:46:36,26901.8
219,2020-12-27,16:46:37,26923.0
220,2020-12-27,16:46:38,26901.8
221,2020-12-27,16:46:39,26923.0
222,2020-12-27,16:46:40,26906.9
223,2020-12-27,16:46:41,26906.9
224,2020-12-27,16:46:42,26886.4
225,2020-12-27,16:46:43,26886.4
226,2020-12-27,16:46:44,26886.4
227,2020-12-27,16:46:46,26886.4
228,2020-12-27,16:46:47,26886.4
229,2020-12-27,16:46:48,26886.4
230,2020-12-27,16:46:49,26886.4
231,2020-12-27,16:46:50,26886.4
232,2020-12-27,16:46:51,26886.4
233,2020-12-27,16:46:52,26906.9
234,2020-12-27,16:46:53,26906.9
235,2020-12-27,16:46:54,26886.4
236,2020-12-27,16:46:55,26886.4
237,2020-12-27,16:46:56,26901.8
238,2020-12-27,16:46:57,26886.4
239,2020-12-27,16:46:58,26888.5
240,2020-12-27,16:46:59,26901.8
241,2020-12-27,16:47:00,26886.4
242,2020-12-27,16:47:01,26901.8
243,2020-12-27,16:47:02,26886.4
244,2020-12-27,16:47:03,26886.4
245,2020-12-27,16:47:04,26888.5
246,2020-12-27,16:47:05,26886.4
247,2020-12-27,16:47:07,26886.4
248,2020-12-27,16:47:08,26886.4
249,2020-12-27,16:47:09,26886.4
250,2020-12-27,16:47:10,26886.4
251,2020-12-27,16:47:11,26901.8
252,2020-12-27,16:47:12,26901.8
253,2020-12-27,16:47:13,26888.5
254,2020-12-27,16:47:14,26901.8
255,2020-12-27,16:47:15,26901.8
256,2020-12-27,16:47:16,26901.8
257,2020-12-27,16:47:17,26901.8
258,2020-12-27,16:47:18,26901.8
259,2020-12-27,16:47:19,26901.8
260,2020-12-27,16:47:20,26901.8
261,2020-12-27,16:47:21,26901.8
262,2020-12-27,16:47:22,26888.5
263,2020-12-27,16:47:23,26888.5
264,2020-12-27,16:47:24,26893.5
265,2020-12-27,16:47:25,26888.5
266,2020-12-27,16:47:26,26893.5
267,2020-12-27,16:47:27,26901.8
268,2020-12-27,16:47:28,26888.5
269,2020-12-27,16:47:29,26901.8
270,2020-12-27,16:47:30,26901.8
271,2020-12-27,16:47:31,26891.6
272,2020-12-27,16:47:32,26901.8
273,2020-12-27,16:47:33,26893.5
274,2020-12-27,16:47:34,26901.8
275,2020-12-27,16:47:35,26901.8
276,2020-12-27,16:47:36,26893.5
277,2020-12-27,16:47:37,26893.5
278,2020-12-27,16:47:38,26901.8
279,2020-12-27,16:47:39,26861.1
280,2020-12-27,16:47:40,26893.5
281,2020-12-27,16:47:41,26893.5
282,2020-12-27,16:47:42,26861.1
283,2020-12-27,16:47:44,26891.6
284,2020-12-27,16:47:45,26881.4
285,2020-12-27,16:47:46,26861.1
286,2020-12-27,16:47:47,26891.6
287,2020-12-27,16:47:47,26861.1
288,2020-12-27,16:47:48,26881.4
289,2020-12-27,16:47:49,26891.6
290,2020-12-27,16:47:50,26881.4
291,2020-12-27,16:47:51,26861.1
292,2020-12-27,16:47:53,26891.6
293,2020-12-27,16:47:54,26861.1
294,2020-12-27,16:47:55,26861.1
295,2020-12-27,16:47:56,26861.1
296,2020-12-27,16:47:57,26861.1
297,2020-12-27,16:47:58,26881.4
298,2020-12-27,16:47:59,26880.5
299,2020-12-27,16:48:00,26861.1
300,2020-12-27,16:48:01,26861.1
301,2020-12-27,16:48:02,26861.1
302,2020-12-27,16:48:03,26861.1
303,2020-12-27,16:48:04,26880.5
304,2020-12-27,16:48:05,26861.1
305,2020-12-27,16:48:06,26861.1
306,2020-12-27,16:48:07,26861.1
307,2020-12-27,16:48:08,26861.1
308,2020-12-27,16:48:09,26842.5
309,2020-12-27,16:48:10,26842.5
310,2020-12-27,16:48:11,26842.5
311,2020-12-27,16:48:12,26842.5
312,2020-12-27,16:48:13,26842.5
313,2020-12-27,16:48:14,26850.9
314,2020-12-27,16:48:15,26842.5
315,2020-12-27,16:48:16,26842.5
316,2020-12-27,16:48:17,26842.5
317,2020-12-27,16:48:18,26842.5
318,2020-12-27,16:48:19,26842.5
319,2020-12-27,16:48:20,26842.5
320,2020-12-27,16:48:21,26842.5
321,2020-12-27,16:48:22,26842.5
322,2020-12-27,16:48:23,26861.1
323,2020-12-27,16:48:24,26842.5
324,2020-12-27,16:48:26,26842.5
325,2020-12-27,16:48:27,26842.5
326,2020-12-27,16:48:28,26842.5
327,2020-12-27,16:48:29,26842.5
328,2020-12-27,16:48:30,26850.9
329,2020-12-27,16:48:31,26842.5
330,2020-12-27,16:48:32,26842.5
331,2020-12-27,16:48:33,26850.9
332,2020-12-27,16:48:34,26842.5
333,2020-12-27,16:48:35,26862.9
334,2020-12-27,16:48:36,26842.5
335,2020-12-27,16:48:37,26842.5
336,2020-12-27,16:48:38,26847.0
337,2020-12-27,16:48:39,26850.9
338,2020-12-27,16:48:40,26844.2
339,2020-12-27,16:48:41,26847.0
340,2020-12-27,16:48:42,26850.9
341,2020-12-27,16:48:43,26847.0
342,2020-12-27,16:48:44,26844.2
343,2020-12-27,16:48:45,26862.9
344,2020-12-27,16:48:46,26862.9
345,2020-12-27,16:48:47,26843.7
346,2020-12-27,16:48:48,26843.7
347,2020-12-27,16:48:49,26862.9
348,2020-12-27,16:48:50,26847.0
349,2020-12-27,16:48:51,26847.0
350,2020-12-27,16:48:52,26843.7
351,2020-12-27,16:48:53,26847.0
352,2020-12-27,16:48:54,26843.7
353,2020-12-27,16:48:55,26845.6
354,2020-12-27,16:48:56,26845.6
355,2020-12-27,16:48:57,26862.9
356,2020-12-27,16:48:58,26862.9
357,2020-12-27,16:48:59,26862.9
358,2020-12-27,16:49:00,26844.2
359,2020-12-27,16:49:01,26847.0
360,2020-12-27,16:49:02,26845.6
361,2020-12-27,16:49:03,26845.6
362,2020-12-27,16:49:04,26845.6
363,2020-12-27,16:49:05,26845.6
364,2020-12-27,16:49:06,26845.6
365,2020-12-27,16:49:07,26844.2
366,2020-12-27,16:49:08,26847.0
367,2020-12-27,16:49:09,26845.6
368,2020-12-27,16:49:10,26845.6
369,2020-12-27,16:49:11,26843.7
370,2020-12-27,16:49:12,26845.6
371,2020-12-27,16:49:13,26845.6
372,2020-12-27,16:49:14,26864.5
373,2020-12-27,16:49:15,26890.9
374,2020-12-27,16:49:16,26890.9
375,2020-12-27,16:49:17,26864.5
376,2020-12-27,16:49:18,26890.9
377,2020-12-27,16:49:19,26890.9
378,2020-12-27,16:49:20,26845.6
379,2020-12-27,16:49:21,26845.6
380,2020-12-27,16:49:22,26845.6
381,2020-12-27,16:49:23,26864.5
382,2020-12-27,16:49:24,26890.9
383,2020-12-27,16:49:25,26890.9
384,2020-12-27,16:49:26,26890.9
385,2020-12-27,16:49:27,26864.5
386,2020-12-27,16:49:28,26864.5
387,2020-12-27,16:49:29,26845.6
388,2020-12-27,16:49:30,26845.6
389,2020-12-27,16:49:31,26890.9
390,2020-12-27,16:49:32,26864.5
391,2020-12-27,16:49:33,26864.5
392,2020-12-27,16:49:34,26890.9
393,2020-12-27,16:49:35,26905.0
394,2020-12-27,16:49:36,26890.9
395,2020-12-27,16:49:37,26912.8
396,2020-12-27,16:49:38,26890.9
397,2020-12-27,16:49:39,26890.9
398,2020-12-27,16:49:40,26912.8
399,2020-12-27,16:49:41,26918.3
400,2020-12-27,16:49:42,26918.3
401,2020-12-27,16:49:43,26905.0
402,2020-12-27,16:49:44,26918.3
403,2020-12-27,16:49:45,26900.9
404,2020-12-27,16:49:46,26918.3
405,2020-12-27,16:49:48,26905.0
406,2020-12-27,16:49:49,26905.0
407,2020-12-27,16:49:50,26923.6
408,2020-12-27,16:49:51,26912.8
409,2020-12-27,16:49:52,26905.0
410,2020-12-27,16:49:53,26900.9
411,2020-12-27,16:49:54,26905.0
412,2020-12-27,16:49:55,26918.3
413,2020-12-27,16:49:56,26912.8
414,2020-12-27,16:49:58,26912.8
415,2020-12-27,16:49:59,26922.8
416,2020-12-27,16:50:00,26923.6
417,2020-12-27,16:50:01,26905.0
418,2020-12-27,16:50:01,26921.4
419,2020-12-27,16:50:02,26922.8
420,2020-12-27,16:50:03,26918.3
421,2020-12-27,16:50:04,26918.3
422,2020-12-27,16:50:05,26923.6
423,2020-12-27,16:50:06,26918.3
424,2020-12-27,16:50:08,26923.6
425,2020-12-27,16:50:08,26921.4
426,2020-12-27,16:50:10,26923.6
427,2020-12-27,16:50:10,26922.8
428,2020-12-27,16:50:11,26921.4
429,2020-12-27,16:50:12,26910.3
430,2020-12-27,16:50:13,26923.6
431,2020-12-27,16:50:14,26910.3
432,2020-12-27,16:50:15,26922.8
433,2020-12-27,16:50:16,26921.4
434,2020-12-27,16:50:17,26895.6
435,2020-12-27,16:50:18,26922.8
436,2020-12-27,16:50:20,26922.8
437,2020-12-27,16:50:21,26910.3
438,2020-12-27,16:50:22,26910.3
439,2020-12-27,16:50:23,26910.3
440,2020-12-27,16:50:24,26921.4
441,2020-12-27,16:50:25,26895.6
442,2020-12-27,16:50:26,26921.4
443,2020-12-27,16:50:27,26910.3
444,2020-12-27,16:50:28,26880.9
445,2020-12-27,16:50:29,26910.3
446,2020-12-27,16:50:30,26921.4
447,2020-12-27,16:50:31,26895.6
448,2020-12-27,16:50:32,26910.3
449,2020-12-27,16:50:33,26910.3
450,2020-12-27,16:50:34,26910.3
451,2020-12-27,16:50:35,26910.3
452,2020-12-27,16:50:36,26880.9
453,2020-12-27,16:50:37,26880.9
454,2020-12-27,16:50:38,26880.9
455,2020-12-27,16:50:39,26879.4
456,2020-12-27,16:50:40,26880.9
457,2020-12-27,16:50:41,26880.9
458,2020-12-27,16:50:42,26880.9
459,2020-12-27,16:50:43,26921.9
460,2020-12-27,16:50:44,26921.9
461,2020-12-27,16:50:45,26880.9
462,2020-12-27,16:50:46,26880.9
463,2020-12-27,16:50:47,26921.9
464,2020-12-27,16:50:48,26921.9
465,2020-12-27,16:50:49,26880.9
466,2020-12-27,16:50:50,26879.4
467,2020-12-27,16:50:51,26880.9
468,2020-12-27,16:50:52,26880.9
469,2020-12-27,16:50:53,26880.9
470,2020-12-27,16:50:54,26880.9
471,2020-12-27,16:50:55,26921.9
472,2020-12-27,16:50:56,26921.9
473,2020-12-27,16:50:57,26880.9
474,2020-12-27,16:50:58,26921.9
475,2020-12-27,16:50:59,26880.9
476,2020-12-27,16:51:00,26879.4
477,2020-12-27,16:51:01,26879.4
478,2020-12-27,16:51:02,26921.9
479,2020-12-27,16:51:03,26869.0
480,2020-12-27,16:51:04,26869.0
481,2020-12-27,16:51:05,26869.0
482,2020-12-27,16:51:09,26921.9
483,2020-12-27,16:51:10,26869.0
484,2020-12-27,16:51:11,26869.0
485,2020-12-27,16:51:13,26863.3
486,2020-12-27,16:51:14,26869.0
487,2020-12-27,16:51:15,26869.0
488,2020-12-27,16:51:16,26870.0
489,2020-12-27,16:51:17,26863.3
490,2020-12-27,16:51:18,26869.0
491,2020-12-27,16:51:19,26863.3
492,2020-12-27,16:51:20,26869.0
493,2020-12-27,16:51:21,26869.0
494,2020-12-27,16:51:22,26863.3
495,2020-12-27,16:51:23,26863.3
496,2020-12-27,16:51:24,26870.0
497,2020-12-27,16:51:25,26869.0
498,2020-12-27,16:51:26,26863.3
499,2020-12-27,16:51:27,26863.3
500,2020-12-27,16:51:28,26870.0
501,2020-12-27,16:51:29,26869.0
502,2020-12-27,16:51:30,26859.3
503,2020-12-27,16:51:31,26869.7
504,2020-12-27,16:51:32,26863.3
505,2020-12-27,16:51:33,26863.3
506,2020-12-27,16:51:35,26863.3
507,2020-12-27,16:51:36,26863.3
508,2020-12-27,16:51:37,26859.3
509,2020-12-27,16:51:38,26869.7
510,2020-12-27,16:51:39,26863.3
511,2020-12-27,16:51:40,26869.7
512,2020-12-27,16:51:41,26878.3
513,2020-12-27,16:51:42,26878.3
514,2020-12-27,16:51:43,26870.0
515,2020-12-27,16:51:44,26878.3
516,2020-12-27,16:51:46,26878.3
517,2020-12-27,16:40:31,26906.1
518,2020-12-27,16:40:34,26906.1
519,2020-12-27,16:40:35,26891.3
520,2020-12-27,16:40:36,26891.5
521,2020-12-27,16:40:37,26906.1
522,2020-12-27,16:40:38,26906.1
523,2020-12-27,16:40:39,26891.2
524,2020-12-27,16:40:40,26891.2
525,2020-12-27,16:40:41,26906.1
526,2020-12-27,16:40:41,26906.1
527,2020-12-27,16:40:42,26906.1
528,2020-12-27,16:40:43,26906.1
529,2020-12-27,16:40:44,26906.1
530,2020-12-27,16:40:45,26906.1
531,2020-12-27,16:40:46,26891.2
532,2020-12-27,16:40:47,26891.5
533,2020-12-27,16:40:48,26891.5
534,2020-12-27,16:40:49,26891.2
535,2020-12-27,16:40:50,26906.1
536,2020-12-27,16:40:51,26906.1
537,2020-12-27,16:40:52,26891.2
538,2020-12-27,16:40:53,26884.6
539,2020-12-27,16:40:54,26891.2
540,2020-12-27,16:40:55,26891.5
541,2020-12-27,16:40:56,26884.6
542,2020-12-27,16:40:57,26884.6
543,2020-12-27,16:40:58,26884.6
544,2020-12-27,16:40:59,26891.5
545,2020-12-27,16:41:00,26883.4
546,2020-12-27,16:41:01,26884.6
547,2020-12-27,16:41:02,26884.6
548,2020-12-27,16:41:03,26891.2
549,2020-12-27,16:41:04,26884.6
550,2020-12-27,16:41:05,26891.2
551,2020-12-27,16:41:06,26884.6
552,2020-12-27,16:41:07,26883.4
553,2020-12-27,16:41:08,26898.3
554,2020-12-27,16:41:09,26884.6
555,2020-12-27,16:41:10,26898.3
556,2020-12-27,16:41:11,26884.6
557,2020-12-27,16:41:12,26884.6
558,2020-12-27,16:41:13,26898.3
559,2020-12-27,16:41:15,26898.3
560,2020-12-27,16:41:16,26898.3
561,2020-12-27,16:41:17,26884.6
562,2020-12-27,16:41:18,26884.6
563,2020-12-27,16:41:19,26898.3
564,2020-12-27,16:41:20,26898.3
565,2020-12-27,16:41:21,26898.3
566,2020-12-27,16:41:22,26898.3
567,2020-12-27,16:41:23,26883.4
568,2020-12-27,16:41:24,26883.4
569,2020-12-27,16:41:25,26883.4
570,2020-12-27,16:41:26,26898.3
571,2020-12-27,16:41:27,26883.9
572,2020-12-27,16:41:28,26898.3
573,2020-12-27,16:41:29,26883.9
574,2020-12-27,16:41:30,26898.3
575,2020-12-27,16:41:31,26883.9
576,2020-12-27,16:41:32,26898.3
577,2020-12-27,16:41:33,26898.3
578,2020-12-27,16:41:34,26898.3
579,2020-12-27,16:41:35,26873.1
580,2020-12-27,16:41:36,26873.1
581,2020-12-27,16:41:37,26883.9
582,2020-12-27,16:41:38,26879.6
583,2020-12-27,16:41:39,26879.6
584,2020-12-27,16:41:40,26890.0
585,2020-12-27,16:41:41,26883.9
586,2020-12-27,16:41:42,26883.9
587,2020-12-27,16:41:43,26873.1
588,2020-12-27,16:41:44,26873.1
589,2020-12-27,16:41:45,26883.9
590,2020-12-27,16:41:46,26879.6
591,2020-12-27,16:41:47,26890.0
592,2020-12-27,16:41:48,26873.1
593,2020-12-27,16:41:49,26883.9
594,2020-12-27,16:41:50,26879.6
595,2020-12-27,16:41:51,26877.5
596,2020-12-27,16:41:52,26877.5
597,2020-12-27,16:41:53,26877.5
598,2020-12-27,16:41:55,26877.5
599,2020-12-27,16:41:56,26873.1
600,2020-12-27,16:41:57,26877.5
601,2020-12-27,16:41:58,26877.5
602,2020-12-27,16:41:59,26890.0
603,2020-12-27,16:42:00,26877.5
604,2020-12-27,16:42:01,26879.6
605,2020-12-27,16:42:02,26890.0
606,2020-12-27,16:42:03,26877.5
607,2020-12-27,16:42:04,26877.5
608,2020-12-27,16:42:05,26856.4
609,2020-12-27,16:42:06,26877.5
610,2020-12-27,16:42:08,26877.5
611,2020-12-27,16:42:09,26856.4
612,2020-12-27,16:42:10,26877.5
613,2020-12-27,16:42:11,26856.4
614,2020-12-27,16:42:12,26877.5
615,2020-12-27,16:42:13,26877.5
616,2020-12-27,16:42:14,26877.5
617,2020-12-27,16:42:15,26856.4
618,2020-12-27,16:42:16,26856.4
619,2020-12-27,16:42:18,26856.4
620,2020-12-27,16:42:19,26856.4
621,2020-12-27,16:42:20,26856.4
622,2020-12-27,16:42:21,26856.4
623,2020-12-27,16:42:22,26856.4
624,2020-12-27,16:42:23,26856.4
625,2020-12-27,16:42:24,26876.6
626,2020-12-27,16:42:25,26856.4
627,2020-12-27,16:42:26,26876.6
628,2020-12-27,16:42:27,26876.6
629,2020-12-27,16:42:28,26876.6
630,2020-12-27,16:42:29,26876.6
631,2020-12-27,16:42:30,26856.4
632,2020-12-27,16:42:31,26856.4
633,2020-12-27,16:42:32,26876.6
634,2020-12-27,16:42:33,26876.6
635,2020-12-27,16:42:34,26878.0
636,2020-12-27,16:42:35,26856.4
637,2020-12-27,16:42:36,26878.0
638,2020-12-27,16:42:37,26878.0
639,2020-12-27,16:42:38,26878.0
640,2020-12-27,16:42:39,26878.0
641,2020-12-27,16:42:41,26878.0
642,2020-12-27,16:39:46,26898.1
643,2020-12-27,16:39:47,26925.5
644,2020-12-27,16:39:48,26925.5
645,2020-12-27,16:39:49,26898.1
646,2020-12-27,16:39:50,26895.8
647,2020-12-27,16:39:51,26898.1
648,2020-12-27,16:39:52,26925.5
649,2020-12-27,16:39:53,26925.5
650,2020-12-27,16:39:54,26925.5
651,2020-12-27,16:39:55,26898.1
652,2020-12-27,16:39:56,26898.1
653,2020-12-27,16:39:57,26925.5
654,2020-12-27,16:39:58,26898.1
655,2020-12-27,16:39:58,26924.0
656,2020-12-27,16:39:59,26925.5
657,2020-12-27,16:40:00,26924.0
658,2020-12-27,16:40:01,26925.5
659,2020-12-27,16:40:02,26891.4
660,2020-12-27,16:40:03,26925.5
661,2020-12-27,16:40:04,26925.5
662,2020-12-27,16:40:05,26924.0
663,2020-12-27,16:40:06,26891.3
664,2020-12-27,16:40:07,26891.4
665,2020-12-27,16:40:08,26924.0
666,2020-12-27,16:40:09,26891.4
667,2020-12-27,16:40:10,26891.3
668,2020-12-27,16:40:11,26891.3
669,2020-12-27,16:40:12,26891.3
670,2020-12-27,16:40:13,26924.0
671,2020-12-27,16:40:14,26891.4
672,2020-12-27,16:40:15,26891.3
673,2020-12-27,16:40:16,26924.0
674,2020-12-27,16:40:17,26924.0
675,2020-12-27,16:40:18,26891.4
676,2020-12-27,16:40:19,26891.4
677,2020-12-27,16:40:20,26891.4
678,2020-12-27,16:40:21,26906.1
679,2020-12-27,16:40:22,26891.4
680,2020-12-27,16:40:23,26891.4
681,2020-12-27,16:40:24,26891.4
682,2020-12-27,16:40:25,26906.1
683,2020-12-27,16:40:26,26906.1
684,2020-12-27,16:40:27,26906.1
685,2020-12-27,16:40:28,26891.3
686,2020-12-27,16:05:06,26075.4
687,2020-12-27,16:05:07,26065.0
688,2020-12-27,16:05:08,26075.4
689,2020-12-27,16:05:09,26075.4
690,2020-12-27,16:05:10,26142.1
691,2020-12-27,16:05:11,26065.0
692,2020-12-27,16:05:12,26130.6
693,2020-12-27,16:05:13,26099.5
694,2020-12-27,16:05:14,26099.3
695,2020-12-27,16:05:15,26099.5
696,2020-12-27,16:05:16,26125.5
697,2020-12-27,16:05:17,26138.6
